Admin Order,Year,Week,Day,Time,Liturgical Day,First Reading,Psalm,Second Reading,Gospel Reading,Reflection,Author,Organisation
760,Season,N/A,Wednesday,Advent,Wednesday of the second week of Advent,Isaiah 40:25-31,Psalm 102:1-4.8.10,,Matthew 11:28-30,,,
761,Season,N/A,Thursday,Advent,Thursday of the second week of Advent,Isaiah 41:13-20,Psalm 144:1.9-13,,Matthew 11:11-15,,,
762,Season,N/A,Friday,Advent,Friday of the second week of Advent,Isaiah 48:17-19,Psalm 1:1-4.6,,Matthew 11:16-19,,,
763,Season,N/A,Saturday,Advent,Saturday of the second week of Advent,Sirach 48:1-4.9-11,Psalm 79:2-3.15-16.18-19,,Matthew 17:10-13,,,
764,A,N/A,Sunday,Advent,"THIRD SUNDAY OF ADVENT, Year A",Isaiah 35:1-6.10,Psalm 145:6-10,James 5:7-10,Matthew 11:2-11,,,
765,B,N/A,Sunday,Advent,"THIRD SUNDAY OF ADVENT, Year B",Isaiah 61:1-2.10-11,Luke 1:46-50.53-54,1 Thessalonians 5:16-24,John 1:6-8.19-28,,,
766,C,N/A,Sunday,Advent,"THIRD SUNDAY OF ADVENT, Year C",Zephaniah 3:14-18,Isaiah 12:2-6,Philippians 4:4-7,Luke 3:10-18,,,
767,Season,N/A,Monday,Advent,Monday of the third week of Advent,Numbers 24:2-7.15-17,Psalm 24:4-9,,Matthew 21:23-27,,,
768,Season,N/A,Tuesday,Advent,Tuesday of the third week of Advent,Zephaniah 3:1-2.9-13,Psalm 3:2-3.6-7.16.18-19.23,,Matthew 21:28-32,,,
769,Season,N/A,Wednesday,Advent,Wednesday of the third week of Advent,Isaiah 45:6-8.18.21-26,Psalm 84:9-14,,Luke 7:19-23,,,
770,Season,N/A,Thursday,Advent,Thursday of the third week of Advent,Isaiah 54:1-10,Psalm 29:2.4-6.11-13,,Luke 7:24-30,,,
771,Season,N/A,Friday,Advent,Friday of the third week of Advent,Isaiah 56:1-3.6-8,Psalm 66:2-3.5.7-8,,John 5:33-36,,,
772,A,N/A,Sunday,Advent,"FOURTH SUNDAY OF ADVENT, Year A",Isaiah 7:10-14,Psalm 23:1-6,Romans 1:1-7,Matthew 1:18-24,,,
773,B,N/A,Sunday,Advent,"FOURTH SUNDAY OF ADVENT, Year B",2 Samuel 7:1-5.8-12.14.16,Psalm 88:2-5.27.29,Romans 16:25-27,Luke 1:26-38,,,
774,C,N/A,Sunday,Advent,"FOURTH SUNDAY OF ADVENT, Year C",Micah 5:1- 4,Psalm 79:2-3.15-16.18-19,Hebrews 10:5-10,Luke 1:39-44,,,
775,Season,N/A,Fixed Day,Advent,17th December,Genesis 49:2.8-10,Psalm 71:1-4.7-8.17,,Matthew 1:1-17,,,
776,Season,N/A,Fixed Day,Advent,18th December,Jeremiah 23:5-8,Psalm 71:1-2.12-13.18-19,,Matthew 1:18-24,,,
777,Season,N/A,Fixed Day,Advent,19th December,Judges 13:2-7.24-25,Psalm 70:3-6.16-17,,Luke 1:5-25,,,
778,Season,N/A,Fixed Day,Advent,20th December,Isaiah 7:10-14,Psalm 23:1-6,,Luke 1:26-38,,,
779,Season,N/A,Fixed Day,Advent,21st December,Song of Songs 2:8-14,Psalm 32:2-3.11-12.20-21,,Luke 1:39-45,,,
780,Season,N/A,Fixed Day,Advent,22nd December,1 Samuel 1:24-28,1 Samuel 2:1.4-8,,Luke 1:46-56,,,
781,Season,N/A,Fixed Day,Advent,23rd December,Malachi 3:1-4.23-24,Psalm 24:4-5.8-9.10.14,,Luke 1:57-66,,,
782,Season,N/A,Fixed Day,Advent,24th December,2 Samuel 7:1-5.8-12.14.16,Psalm 88:2-5.27.29,,Luke 1:67-79,,,
783,Season,N/A,Fixed Day,Christmas,Christmas Vigil,Isaiah 62:1-5,Psalm 88:4-5.16-17.27.29,Acts 13:16-17.22-25,Matthew 1:1-25,,,
784,Season,N/A,Fixed Day,Christmas,Christmas Night,Isaiah 9:1-7,Psalm 95:1-3.11-13,Titus 2:11-14,Luke 2:1-14,,,
785,Season,N/A,Fixed Day,Christmas,Christmas Dawn,Isaiah 62:11-12,Psalm 96:1.6.11-12,Titus 3:4-7,Luke 2:15-20,,,
786,Season,N/A,Fixed Day,Christmas,Christmas Day,Isaiah 52:7-10,Psalm 97:1-6,Hebrews 1:1-6,John 1:1-18,,,
787,A,N/A,Sunday,Christmas,"HOLY FAMILY, Year A",Sirach 3:2-6.12-14,Psalm 127:1-5,Colossians 3:12-21,Matthew 2:13-15.19-23,,,
788,B,N/A,Sunday,Christmas,"HOLY FAMILY, Year B",Genesis 15:1-6.21:1-3,Psalm 104:1-6.8-9,Hebrews 11:8.11-12.17-19,Luke 2:22-40,,,
789,C,N/A,Sunday,Christmas,"HOLY FAMILY, Year C",1 Samuel 1:20-22.24-28,Psalm 83:2-3.5-6.9-10,1 John 3:1-2.21-24,Luke 2:41-52,,,
790,Season,N/A,Fixed Day,Christmas,26 December — St Stephen,Acts 6:8-10; 7:54-59,Psalm 30:3-4.6.8.16-17,,Matthew 10:17-22,,,
791,Season,N/A,Fixed Day,Christmas,"27 December — St John, Apostle, Evangelist",1 John 1:1-4,Psalm 96:1-2.5-6.11-12,,John 20:2-8,,,
792,Season,N/A,Fixed Day,Christmas,28 December — Holy Innocents,1 John 1:5-2:2,Psalm 123:2-5.7-8,,Matthew 2:13-18,,,
793,Season,N/A,Fixed Day,Christmas,29 December — Fifth day in the octave of Christmas,1 John 2:3-11,Psalm 95:1-3.5-6,,Luke 2:22-35,,,
794,Season,N/A,Fixed Day,Christmas,30 December — Sixth day in the octave of Christmas,1 John 2:12-17,Psalm 95:7-10,,Luke 2:36-40,,,
795,Season,N/A,Fixed Day,Christmas,31 December — Seventh day in the octave of Christmas,1 John 2:18-21,Psalm 95:1-2.11-13,,John 1:1-18,,,
796,Season,N/A,Fixed Day,Christmas,"1 January — Octave day of the Nativity of the Lord/Solemnity of Mary, the Holy Mother of God",Numbers 6:22-27,Psalm 66:2-3.5.6.8,Galatians 4:4-7,Luke 2:16-21,,,
797,Season,N/A,Sunday,Christmas,Second Sunday after Christmas,Sirach 24:1-2.8-12,Psalm 147:12-15.19-20,Ephesians 1:3-6.15-18,John 1:1-18,,,
798,Season,N/A,Fixed Day,Christmas,2nd January,1 John 2:22-28,Psalm 97:1-4,,John 1:19-28,,,
799,Season,N/A,Fixed Day,Christmas,3rd January,1 John 2:29-3:6,Psalm 97:1.3-6,,John 1:29-34,,,
800,Season,N/A,Fixed Day,Christmas,4th January,1 John 3:7-10,Psalm 97:1.7-9,,John 1:35-42,,,
801,Season,N/A,Fixed Day,Christmas,5th January,1 John 3:11-21,Psalm 99,,John 1:43-51,,,
802,Season,N/A,Fixed Day,Christmas,6th January,1 John 5:5-13,Psalm 147:12-15.19-20,,Mark 1:7-11,,,
803,Season,N/A,Fixed Day,Christmas,7th January,1 John 5:14-21,Psalm 149:1-6.9,,John 2:1-11,,,
804,Season,N/A,Sunday,Christmas,EPIPHANY,Isaiah 60:1-6,Psalm 71:1-2.7-8.10-13,Ephesians 3:2-3.5-6,Matthew 2:1-12,,,
805,Season,N/A,Monday,Christmas,Monday after Epiphany,1 John 3:22-4:6,Psalm 2:7-8.10-11,,Matthew 4:12-17.23-25,,,
806,Season,N/A,Tuesday,Christmas,Tuesday after Epiphany,1 John 4:7-10,Psalm 71:1-4.7-8,,Mark 6:34-44,,,
807,Season,N/A,Wednesday,Christmas,Wednesday after Epiphany,1 John 4:11-18,Psalm 71:1-2.10-13,,Mark 6:45-52,,,
808,Season,N/A,Thursday,Christmas,Thursday after Epiphany,1 John 4:19-5:4,Psalm 71:1-2.14-15.17,,Luke 4:14-22,,,
809,Season,N/A,Friday,Christmas,Friday after Epiphany,1 John 5:5-13,Psalm 147:12-15.19-20,,Luke 5:12-16,,,
810,Season,N/A,Saturday,Christmas,Saturday after Epiphany,1 John 5:14-21,Psalm 149:1-6,,John 3:22-30,,,
811,A,N/A,Sunday,Christmas,"BAPTISM OF THE LORD, Year A",Isaiah 42:1-4.6-7,Psalm 28:1-4.9-10,Acts 10:34-38,Matthew 3:13-17,,,
812,B,N/A,Sunday,Christmas,"BAPTISM OF THE LORD, Year B",Isaiah 55:1-11,Isaiah 12:2-6,1 John 5:1-9,Mark 1:7-11,,,
813,C,N/A,Sunday,Christmas,"BAPTISM OF THE LORD, Year C",Isaiah 40:1-5.9-11,Psalm 103:1-2.3-4.24-25.27-30,Titus 2:11-14; 3:4-7,Luke 3:15-16.21-22,,,
814,Season,N/A,Wednesday,Lent,Ash Wednesday,Joel 2:12-18,Psalm 50:3-6.12-14.17,2 Corinthians 5:20-6:2,Matthew 6:1-6.16-18,,,
815,Season,N/A,Thursday,Lent,Thursday after Ash Wednesday,Deuteronomy 30:15-20,Psalm 1:1-4.6,,Luke 9:22-25,,,
816,Season,N/A,Friday,Lent,Friday after Ash Wednesday,Isaiah 58:1-9,Psalm 50:3-6.18-19,,Matthew 9:14-15,,,
817,Season,N/A,Saturday,Lent,Saturday after Ash Wednesday,Isaiah 58:9-14,Psalm 85:1-6,,Luke 5:27-32,,,
818,A,N/A,Sunday,Lent,"FIRST SUNDAY IN LENT, Year A",Genesis 2:7-9.3:1-7,Psalm 50:3-6.12-14.17,Romans 5:12-19,Matthew 4:1-11,,,
819,B,N/A,Sunday,Lent,"FIRST SUNDAY IN LENT, Year B",Genesis 9:8-15,Psalm 24:4-9,1 Peter 3:18-22,Mark 1:12-15,,,
820,C,N/A,Sunday,Lent,"FIRST SUNDAY IN LENT, Year C",Deuteronomy 26:4-10,Psalm 90:1-2.10-15,Romans 10:8-13,Luke 4:1-13,,,
821,Season,N/A,Monday,Lent,Monday of the first week of Lent,Leviticus 19:1-2.11-18,Psalm 18:8-10.15,,Matthew 25:31-46,,,
822,Season,N/A,Tuesday,Lent,Tuesday of the first week of Lent,Isaiah 55:10-11,Psalm 33:4-7.16-19,,Matthew 6:7-15,,,
823,Season,N/A,Wednesday,Lent,Wednesday of the first week of Lent,Jonah 3:1-10,Psalm 50:3-4.12-13.18-19,,Luke 11:29-32,,,
824,Season,N/A,Thursday,Lent,Thursday of the first week of Lent,Esther 14:1.3-5.12-14,Psalm 137:1-3.7-8,,Matthew 7:7-12,,,
825,Season,N/A,Friday,Lent,Friday of the first week of Lent,Ezekiel 18:21-28,Psalm 129,,Matthew 5:20-26,,,
826,Season,N/A,Saturday,Lent,Saturday of the first week of Lent,Deuteronomy 26:16-19,Psalm 118:1-2.4-5.7-8,,Matthew 5:43-48,,,
827,A,N/A,Sunday,Lent,"SECOND SUNDAY IN LENT, Year A",Genesis 12:1-4,Psalm 32:4-5.18-20.22,2 Timothy 1:8-10,Matthew 17:1-9,,,
828,B,N/A,Sunday,Lent,"SECOND SUNDAY IN LENT, Year B",Genesis 22:1-2.9-13.15-18,Psalm 115-10.15-19,Romans 8:31-34,Mark 9:2-10,,,
829,C,N/A,Sunday,Lent,"SECOND SUNDAY IN LENT, Year C",Genesis 15:5-12.17-18,Psalm 26:1.7-9.13-14,Philippians 3:17-4:1,Luke 9:28-36,,,
830,Season,N/A,Monday,Lent,Monday of the second week of Lent,Daniel 9:4-10,Psalm 78:8-9.11.13,,Luke 6:36-38,,,
831,Season,N/A,Tuesday,Lent,Tuesday of the second week of Lent,Isaiah 1:10.16-20,Psalm 49:8-9.16-17.21.23,,Matthew 23:1-12,,,
832,Season,N/A,Wednesday,Lent,Wednesday of the second week of Lent,Jeremiah 18:18-20,Psalm 30:5-6.14-16,,Matthew 20:17-28,,,
833,Season,N/A,Thursday,Lent,Thursday of the second week of Lent,Jeremiah 17:5-10,Psalm 1:1-4.6,,Luke 16:19-31,,,
834,Season,N/A,Friday,Lent,Friday of the second week of Lent,Genesis 37:3-4.12-13.17-28,Psalm 104:16-21,,Matthew 21:33-43.45-46,,,
835,Season,N/A,Saturday,Lent,Saturday of the second week of Lent,Micah 7:14-15.18-20,Psalm 102:1-4.9-12,,Luke 15:1-3.11-32,,,
836,A,N/A,Sunday,Lent,"THIRD SUNDAY IN LENT, Year A",Exodus 17:3-7,Psalm 94:1-2.6-9,Romans 5:1-2.5-8,John 4:5-42,,,
837,B,N/A,Sunday,Lent,"THIRD SUNDAY IN LENT, Year B",Exodus 20:1-17,Psalm 18:8-11,1 Corinthians 1:22-25,John 2:13-25,,,
838,C,N/A,Sunday,Lent,"THIRD SUNDAY IN LENT, Year C",Exodus 3:1-8.13-15,Psalm 102:1-4.6-8.11,1 Corinthians 10:1-6.10-12,Luke 13:1-9,,,
840,Season,N/A,Monday,Lent,Monday of the third week of Lent,2 Kings 5:1-15,Psalm 41:2-3; 42:3-4,,Luke 4:24-30,,,
841,Season,N/A,Tuesday,Lent,Tuesday of the third week of Lent,Daniel 3:25.34-43,Psalm 24:4-9,,Matthew 18:21-35,,,
842,Season,N/A,Wednesday,Lent,Wednesday of the third week of Lent,Deuteronomy 4:1.5-9,Psalm 147:12-13.15-16.19-20,,Matthew 5:17-19,,,
843,Season,N/A,Thursday,Lent,Thursday of the third week of Lent,Jeremiah 7:23-28,Psalm 94:1-2.6-9,,Luke 11:14-23,,,
844,Season,N/A,Friday,Lent,Friday of the third week of Lent,Hosea 14:2-10,Psalm 80:6.8-11.14.17,,Mark 12:28-34,,,
845,Season,N/A,Saturday,Lent,Saturday of the third week of Lent,Hosea 5:15-6:6,Psalm 50:3-4.18-21,,Luke 18:9-14,,,
846,A,N/A,Sunday,Lent,"FOURTH SUNDAY IN LENT, Year A",1 Samuel 16:1.6-7.10-13,Psalm 22,Ephesians 5:8-14,John 9:1-41,,,
847,B,N/A,Sunday,Lent,"FOURTH SUNDAY IN LENT, Year B",2 Chronicles 36:14-16.19-23,Psalm 136,Ephesians 2:4-10,John 3:14-21,,,
848,C,N/A,Sunday,Lent,"FOURTH SUNDAY IN LENT, Year C",Joshua 5:9-12,Psalm 33:2-7,2 Corinthians 5:17-21,Luke 15:1-3.11-32,,,
850,Season,N/A,Monday,Lent,Monday of the fourth week of Lent,Isaiah 65:17-21,Psalm 29:2.4-6.11-13,,John 4:43-54,,,
851,Season,N/A,Tuesday,Lent,Tuesday of the fourth week of Lent,Ezekiel 47:1-9.12,Psalm 45:2-3.5-6.8-9,,John 5:1-3.5-16,,,
852,Season,N/A,Wednesday,Lent,Wednesday of the fourth week of Lent,Isaiah 49:8-15,Psalm 144:8-9.13-14.17-18,,John 5:17-30,,,
853,Season,N/A,Thursday,Lent,Thursday of the fourth week of Lent,Exodus 32:7-14,Psalm 105:19-23,,John 5:31-47,,,
854,Season,N/A,Friday,Lent,Friday of the fourth week of Lent,Wisdom 2:1.12-22,Psalm 33:16.18.19-21.23,,John 7:1-2.10.25-30,,,
855,Season,N/A,Saturday,Lent,Saturday of the fourth week of Lent,Jeremiah 11:18-20,Psalm 7:2-3.9-12,,John 7:40-52,,,
856,A,N/A,Sunday,Lent,"FIFTH SUNDAY IN LENT, Year A",Ezekiel 37:12-14,Psalm 129,Romans 8:8-11,John 11:1-45,,,
857,B,N/A,Sunday,Lent,"FIFTH SUNDAY IN LENT, Year B",Jeremiah 31:31-34,Psalm 50:3-4.12-15,Hebrews 5:7-9,John 12:20-30,,,
858,C,N/A,Sunday,Lent,"FIFTH SUNDAY IN LENT, Year C",Isaiah 43:16-21,Psalm 125,Philippians 3:8-14,John 8:1-11,,,
860,Season,N/A,Monday,Lent,Monday of the fifth week of Lent,Daniel 13:1-9.15-17.19-30.33-62,Psalm 22,,John 8:1-11,,,
861,Season,N/A,Tuesday,Lent,Tuesday of the fifth week of Lent,Numbers 21:4-9,Psalm 101:2-3.16-21,,John 8:21-30,,,
862,Season,N/A,Wednesday,Lent,Wednesday of the fifth week of Lent,Daniel 3:14-20.24-25.28,Daniel 3:52-56,,John 8:31-42,,,
863,Season,N/A,Thursday,Lent,Thursday of the fifth week of Lent,Genesis 17:3-9,Psalm 104:4-9,,John 8:51-59,,,
864,Season,N/A,Friday,Lent,Friday of the fifth week of Lent,Jeremiah 20:10-13,Psalm 17:2-7,,John 10:31-42,,,
865,Season,N/A,Saturday,Lent,Saturday of the fifth week of Lent,Ezekiel 37:21-28,Jeremiah 31:10-13,,John 11:45-56,,,
866,A,N/A,Sunday,Holy Week,"PASSION SUNDAY (PALM SUNDAY), Year A",Isaiah 50:4-7,Psalm 21:8-9.17-20.23-24,Philippians 2:6-11,Matthew 26:14-27:66,,,
867,B,N/A,Sunday,Holy Week,"PASSION SUNDAY (PALM SUNDAY), Year B",Isaiah 50:4-7,Psalm 21:8-9.17-20.23-24,Philippians 2:6-11,Mark 14:1-15:47,,,
868,C,N/A,Sunday,Holy Week,"PASSION SUNDAY (PALM SUNDAY), Year C",Isaiah 50:4-7,Psalm 21:8-9.17-20.23-24,Philippians 2:6-11,Luke 22:14-23:56,,,
869,Season,N/A,Monday,Holy Week,Monday of Holy Week,Isaiah 42:1-7,Psalm 26:1-3.13-14,,John 12:1-11,,,
870,Season,N/A,Tuesday,Holy Week,Tuesday of Holy Week,Isaiah 49:1-6,Psalm 70:1-6.15.17,,John 13:21-33.36-38,,,
871,Season,N/A,Wednesday,Holy Week,Wednesday of Holy Week,Isaiah 50:4-9,Psalm 68:8-10.21-22.31.33-34,,Matthew 26:14-25,,,
872,Season,N/A,,Holy Week,Chrism Mass,Isaiah 61:1-3.6.8-9,Psalm 88:21-22.25.27,Revelation 1:5-8,Luke 4:16-21,,,
873,Season,N/A,Thursday,Easter Triduum ,HOLY THURSDAY - Mass of the Lord’s Supper,Exodus 12:1-8.11-14,Psalm 115:12-13.15-18,1 Corinthians 11:23-26,John 13:1-15,,,
874,Season,N/A,Friday,Easter Triduum ,GOOD FRIDAY - Solemn Commemoration of the Lord’s Passion,Isaiah 52:13-53:12,Psalm 30:2.6.12-13.15-17.25,Hebrews 4:14-16; 5:7-9,John 18:1-19:42,,,
875,A,N/A,Saturday,Easter Triduum ,THE EASTER VIGIL - Year A,Genesis 1:1-2:2,Psalm 103:1-2.5-6.10.12-14.24.35,Genesis 22:1-18,Matthew 28:1-10,,,
876,B,N/A,Saturday,Easter Triduum ,THE EASTER VIGIL - Year B,Genesis 1:1-2:2,Psalm 103:1-2.5-6.10.12-14.24.35,Genesis 22:1-18,Mark 16:1-7,,,
877,C,N/A,Saturday,Easter Triduum ,THE EASTER VIGIL - Year C,Genesis 1:1-2:2,Psalm 103:1-2.5-6.10.12-14.24.35,Genesis 22:1-18,Luke 24:1-12,,,
878,Season,N/A,Sunday,Easter,EASTER SUNDAY,Acts 10:34.37-43,Psalm 117:1-2.16-17.22-23,Colossians 3:1-4,John 20:1-9,,,
879,Season,N/A,Monday,Easter,Easter Monday,Acts 2:14.22-33,Psalm 15:1-2.5.7-11,,Matthew 28:8-15,,,
880,Season,N/A,Tuesday,Easter,Easter Tuesday,Acts 2:36-41,Psalm 32:4-5.18-20.22,,John 20:11-18,,,
881,Season,N/A,Wednesday,Easter,Easter Wednesday,Acts 3:1-10,Psalm 104:1-4.6-9,,Luke 24:13-35,,,
882,Season,N/A,Thursday,Easter,Easter Thursday,Acts 3:11-26,Psalm 8:2.5-9,,Luke 24:35-48,,,
883,Season,N/A,Friday,Easter,Easter Friday,Acts 4:1-12,Psalm 117:1-2.4.22-27,,John 21:1-14,,,
884,Season,N/A,Saturday,Easter,Easter Saturday,Acts 4:13-21,Psalm 117:1.14-21,,Mark 16:9-15,,,
885,A,N/A,Sunday,Easter,"SECOND SUNDAY OF EASTER, Year A",Acts 2:42-47,Psalm 117:2-4.13-15.22-24,1 Peter 1:3-9,John 20:19-31,,,
886,B,N/A,Sunday,Easter,"SECOND SUNDAY OF EASTER, Year B",Acts 4:32-35,Psalm 117:2-4.15-18.22-24,1 John 5:1-6,John 20:19-31,,,
887,C,N/A,Sunday,Easter,"SECOND SUNDAY OF EASTER, Year C",Acts 5:12-16,Psalm 117:2-4.22-27,Revelation 1:9-13.17-19,John 20:19-31,,,
888,Season,N/A,Monday,Easter,Monday of the second week of Easter,Acts 4:23-31,Psalm 2:1-9,,John 3:1-8,,,
889,Season,N/A,Tuesday,Easter,Tuesday of the second week of Easter,Acts 4:32-37,Psalm 91:1-2.5,,John 3:7-15,,,
890,Season,N/A,Wednesday,Easter,Wednesday of the second week of Easter,Acts 5:17-26,Psalm 33:2-9,,John 3:16-21,,,
891,Season,N/A,Thursday,Easter,Thursday of the second week of Easter,Acts 5:27-33,Psalm 33:2.9.17-20,,John 3:31-36,,,
892,Season,N/A,Friday,Easter,Friday of the second week of Easter,Acts 5:34-42,Psalm 26:1-4.13-14,,John 6:1-15,,,
893,Season,N/A,Saturday,Easter,Saturday of the second week of Easter,Acts 6:1-7,Psalm 32:1-2.4-5.18-19,,John 6:16-21,,,
894,A,N/A,Sunday,Easter,"THIRD SUNDAY OF EASTER, Year A",Acts 2:14.22-33,Psalm 15:1-2.5.7-11,1 Peter 1:17-21,Luke 24:13-35,,,
895,B,N/A,Sunday,Easter,"THIRD SUNDAY OF EASTER, Year B",Acts 3:13-15.17-19,Psalm 4:2.4.7.9,1 John 2:1-5,Luke 24:35-48,,,
896,C,N/A,Sunday,Easter,"THIRD SUNDAY OF EASTER, Year C",Acts 5:27-32.40-41,Psalm 29:2.4-6.11-13,Revelation 5:11-14,John 21:1-19,,,
897,Season,N/A,Monday,Easter,Monday of the third week of Easter,Acts 6:8-15,Psalm 118:23-24.26-27.29-30,,John 6:22-29,,,
898,Season,N/A,Tuesday,Easter,Tuesday of the third week of Easter,Acts 7:51-8:1,Psalm 30:3-4.6-8.17.21,,John 6:30-35,,,
899,Season,N/A,Wednesday,Easter,Wednesday of the third week of Easter,Acts 8:1-8,Psalm 65:1-7,,John 6:35-40,,,
900,Season,N/A,Thursday,Easter,Thursday of the third week of Easter,Acts 8:26-40,Psalm 65:8-9.16-17.20,,John 6:44-51,,,
901,Season,N/A,Friday,Easter,Friday of the third week of Easter,Acts 9:1-20,Psalm 116,,John 6:52-59,,,
902,Season,N/A,Saturday,Easter,Saturday of the third week of Easter,Acts 9:31-42,Psalm 115:12-17,,John 6:60-69,,,
903,A,N/A,Sunday,Easter,"FOURTH SUNDAY OF EASTER, Year A",Acts 2:14.36-41,Psalm 22:1-6,1 Peter 2:20-25,John 10:1-10,,,
904,B,N/A,Sunday,Easter,"FOURTH SUNDAY OF EASTER, Year B",Acts 4:8-12,Psalm 117:1.8-9.21-23.26.28-29,1 John 3:1-2,John 10:11-18,,,
905,C,N/A,Sunday,Easter,"FOURTH SUNDAY OF EASTER, Year C",Acts 13:14.43-52,Psalm 99:1-3.5,Revelation 7:9.14-17,John 10:27-30,,,
906,A,N/A,Monday,Easter,Monday of the fourth week of Easter - A,Acts 11:1-18,Psalm 41:2-3; 42:3-4,,John 10:11-18,,,
907,B,N/A,Monday,Easter,Monday of the fourth week of Easter - B,Acts 11:1-18,Psalm 41:2-3; 42:3-4,,John 10:1-10,,,
908,C,N/A,Monday,Easter,Monday of the fourth week of Easter - C,Acts 11:1-18,Psalm 41:2-3; 42:3-4,,John 10:1-10,,,
909,Season,N/A,Tuesday,Easter,Tuesday of the fourth week of Easter,Acts 11:19-26,Psalm 86:1-7,,John 10:22-30,,,
910,Season,N/A,Wednesday,Easter,Wednesday of the fourth week of Easter,Acts 12:24-13:5,Psalm 66:2-3.5-6.8,,John 12:44-50,,,
911,Season,N/A,Thursday,Easter,Thursday of the fourth week of Easter,Acts 13:13-25,Psalm 88:2-3.21-22.25.27,,John 13:16-20,,,
912,Season,N/A,Friday,Easter,Friday of the fourth week of Easter,Acts 13:26-33,Psalm 2:6-11,,John 14:1-6,,,
913,Season,N/A,Saturday,Easter,Saturday of the fourth week of Easter,Acts 13:44-52,Psalm 94:1-4,,John 14:7-14,,,
914,A,N/A,Sunday,Easter,"FIFTH SUNDAY OF EASTER, Year A",Acts 6:1-7,Psalm 32:1-2.4-5.18-19,1 Peter 2:4-9,John 14:1-12,,,
915,B,N/A,Sunday,Easter,"FIFTH SUNDAY OF EASTER, Year B",Acts 9:26-31,Psalm 21:26-28.30-32,1 John 3:18-24,John 15:1-8,,,
916,C,N/A,Sunday,Easter,"FIFTH SUNDAY OF EASTER, Year C",Acts 14:21-27,Psalm 144:8-13,Revelation 21:1-5,John 13:31-35,,,
917,Season,N/A,Monday,Easter,Monday of the fifth week of Easter,Acts 14:5-18,Psalm 113:1-4.15-16,,John 14:21-26,,,
918,Season,N/A,Tuesday,Easter,Tuesday of the fifth week of Easter,Acts 14:19-28,Psalm 144:10-13.21,,John 14:27-31,,,
919,Season,N/A,Wednesday,Easter,Wednesday of the fifth week of Easter,Acts 15:1-6,Psalm 121:1-5,,John 15:1-8,,,
920,Season,N/A,Thursday,Easter,Thursday of the fifth week of Easter,Acts 15:7-21,Psalm 95:1-3.10,,John 15:9-11,,,
921,Season,N/A,Friday,Easter,Friday of the fifth week of Easter,Acts 15:22-31,Psalm 56:8-12,,John 15:12-17,,,
922,Season,N/A,Saturday,Easter,Saturday of the fifth week of Easter,Acts 16:1-10,Psalm 99:1-3.5,,John 15:18-21,,,
923,A,N/A,Sunday,Easter,"SIXTH SUNDAY OF EASTER, Year A",Acts 8:5-8.14-17,Psalm 65:1-7.16.20,1 Peter 3:15-18,John 14:15-21,,,
924,B,N/A,Sunday,Easter,"SIXTH SUNDAY OF EASTER, Year B",Acts 10:25-26.34-35.44-48,Psalm 97:1-4,1 John 4:7-10,John 15:9-17,,,
925,C,N/A,Sunday,Easter,"SIXTH SUNDAY OF EASTER, Year C",Acts 15:1-2.22-29,Psalm 66:2-3.5-6.8,Revelation 21:10-14.22-23,John 14:23-29,,,
926,Season,N/A,Monday,Easter,Monday of the sixth week of Easter,Acts 16:11-15,Psalm 149:1-6.9,,John 15:26-16:4,,,
927,Season,N/A,Tuesday,Easter,Tuesday of the sixth week of Easter,Acts 16:22-34,Psalm 137:1-3.7-8,,John 16:5-11,,,
928,Season,N/A,Wednesday,Easter,Wednesday of the sixth week of Easter,Acts 17:15.22-18:1,Psalm 148:1-2.11-14,,John 16:12-15,,,
929,Season,N/A,Thursday,Easter,Thursday of the sixth week of Easter,Acts 18:1-8,Psalm 97:1-4,,John 16:20-23,,,
930,Season,N/A,Friday,Easter,Friday of the sixth week of Easter,Acts 18:9-18,Psalm 46:2-7,,John 16:20-23,,,
931,Season,N/A,Saturday,Easter,Saturday of the sixth week of Easter,Acts 18:23-28,Psalm 46:2-3.8-10,,John 16:23-28,,,
932,A,N/A,Sunday,Easter,"THE ASCENSION OF THE LORD, Year A",Acts 1:1-11,Psalm 46:2-3.6-9,Ephesians 1:17-23,Matthew 28:16-20,,,
933,B,N/A,Sunday,Easter,"THE ASCENSION OF THE LORD, Year B",Acts 1:1-11,Psalm 46:2-3.6-9,Ephesians 4:1-13,Mark 16:15-20,,,
934,C,N/A,Sunday,Easter,"THE ASCENSION OF THE LORD, Year C",Acts 1:1-11,Psalm 46:2-3.6-9,Hebrews 9:24-28.10:19-23,Luke 24:46-53,,,
935,Season,N/A,Monday,Easter,Monday of the seventh week of Easter,Acts 19:1-8,Psalm 67:2-7,,John 16:29-33,,,
936,Season,N/A,Tuesday,Easter,Tuesday of the seventh week of Easter,Acts 20:17-27,Psalm 67:10-11.20-21,,John 17:1-11,,,
937,Season,N/A,Wednesday,Easter,Wednesday of the seventh week of Easter,Acts 20:28-38,Psalm 67:29-30.33-36,,John 17:11-19,,,
938,Season,N/A,Thursday,Easter,Thursday of the seventh week of Easter,Acts 22:30; 23:6-11,Psalm 15:1-2.5.7-11,,John 17:20-26,,,
939,Season,N/A,Friday,Easter,Friday of the seventh week of Easter,Acts 25:13-21,Psalm 102:1-2.11-12.19-20,,John 21:15-19,,,
